,date,text,latitude,longitude,geometry,label,score
25568,2013-06-01 13:00:07,@scouterdad get off my twitter. OH AND HAPPY ANNIVERSARY!,35.74006712,-78.78067463,POINT (-78.78067463 35.74006712),isPolitical,0.5761744976043701
25605,2013-06-01 13:01:38,": At one point in time, we've all wasted our energy on someone who never deserved to be an issue in our lives.""",35.0425381,-78.9543784,POINT (-78.9543784 35.0425381),isPolitical,0.9598132967948914
25655,2013-06-01 13:03:03,"This weekend is for hackers: In Raleigh, developers, citizens and government leaders will spend two days hacki...",35.7719,-78.6389,POINT (-78.6389 35.7719),isPolitical,0.7787600159645081
25694,2013-06-01 13:04:11,@M_Colecio WHY OBAMA GOTTA MAKE LIFE SO HARD?,35.3253502,-82.41688,POINT (-82.41688 35.3253502),isPolitical,0.6730601191520691
26154,2013-06-01 13:17:32,@cayleebrooke14 you're welcome ?,34.79636203,-78.99119795,POINT (-78.99119795 34.79636203),isPolitical,0.6247499585151672
26394,2013-06-01 13:25:03,@Maine_Black Goodmorning Ms.Nixon! Cousin / sister in law,34.24545307,-77.94187282,POINT (-77.94187282 34.24545307),isPolitical,0.9681001305580139
27361,2013-06-01 13:49:22,"@BreitbartNews You failed to mention that illegal drugs were the ONLY illegal items on their list. All other items, we're legal.",36.1896382,-79.68919342,POINT (-79.68919342 36.1896382),isPolitical,0.9976730942726135
27424,2013-06-01 13:50:39,"Worldwide polio eradication is so close. Only Nigeria, Pakistan,  Afghanistan remain. You can help with even small donations.#rotary #z33",35.8299442,-78.6207032,POINT (-78.6207032 35.8299442),isPolitical,0.9524078369140625
27987,2013-02-04 00:25:10,@todayshow @nbcnews disagree  it was a clear and real and done with class. Just love our anthem and sing along with it.,34.2283192,-78.03956035,POINT (-78.03956035 34.2283192),isPolitical,0.8595029711723328
28861,2013-02-04 00:33:12,"Kaepernick is not a Montana or Young, so why they acting so surprised that he threw a pick.",35.2979276,-80.78167612,POINT (-80.78167612 35.2979276),isPolitical,0.7742504477500916
29008,2013-02-04 00:34:38,I just ousted Paul I. as the mayor of Battle House on @foursquare!,35.91400781,-79.04596392,POINT (-79.04596392 35.91400781),isPolitical,0.9831293225288391
29286,2013-02-04 00:37:24,"""@stephenasmith: That was a terrible call by John Harbaugh. May cost them. Totally unnecessary,""",35.6604935,-80.4702245,POINT (-80.4702245 35.6604935),isPolitical,0.7208516001701355
29295,2013-02-04 00:37:29,@StateCoachD The commercials always win in my book!,35.75149999,-78.77414055,POINT (-78.77414055 35.75149999),isPolitical,0.9400318264961243
29601,2013-02-04 00:40:19,"Mike Daisey, outside the Durham Arts Council, after his powerful and riveting performance of American Utopias.",36.017657,-78.929486,POINT (-78.929486 36.017657),isPolitical,0.8265814185142517
29683,2013-02-04 00:41:02,Come on Kaepernick !,35.63684122,-78.44719193,POINT (-78.44719193 35.63684122),isPolitical,0.9794220924377441
29801,2013-02-04 00:42:05,?@ashcreech: Time to unleash kaepernick! Win or lose with him!?to nervous he's choking ..,36.09445586,-80.33048314,POINT (-80.33048314 36.09445586),isPolitical,0.516768217086792
30068,2013-02-04 00:44:09,Kaepernicks tattoos are too sexy. Oh dear god just let me have him.,35.50969049,-80.63236189,POINT (-80.63236189 35.50969049),isPolitical,0.5864794850349426
31287,2013-02-04 00:54:19,Kaepernick has a cannon tho,35.03411022,-80.66210102,POINT (-80.66210102 35.03411022),isPolitical,0.5388678908348083
31440,2013-02-04 00:55:37,"Colin Kaepernick, I still got faith in you!",35.81404567,-78.69371653,POINT (-78.69371653 35.81404567),isPolitical,0.7541282176971436
31695,2013-02-04 00:57:39,They're paying kaepernick to throw the game,36.1148526,-79.82884574,POINT (-79.82884574 36.1148526),isPolitical,0.9617434144020081
32013,2013-07-02 10:02:39,"Weather Alert:LOUISBURG, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6929027438163757
32014,2013-07-02 10:02:40,Weather Alert:SANFORD-LEE COUNTY - Flash Flood Watch -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8359555006027222
32016,2013-07-02 10:02:40,"Weather Alert:FAYETTEVILLE, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.5655767917633057
32300,2013-07-02 10:27:18,#Snowden is not the story @mikebarnicle @ThomasARoberts  @SteveRattner the dictates from those that have access to our secrets is.#NSA,35.78777566,-82.60322083,POINT (-82.60322083 35.78777566),isPolitical,0.9890677332878113
32305,2013-07-02 10:27:39,"Weather Alert:LOUISBURG, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6929027438163757
32307,2013-07-02 10:27:40,Weather Alert:SANFORD-LEE COUNTY - Flash Flood Watch -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8359555006027222
32308,2013-07-02 10:27:40,"Weather Alert:FAYETTEVILLE, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.5655767917633057
32470,2013-07-02 10:43:33,People who abuse the system and get benefits they don't deserve bother me!!!,35.53818197,-76.62316974,POINT (-76.62316974 35.53818197),isPolitical,0.5418007373809814
32516,2013-07-02 10:50:14,9 California delegates advance to 3rd Committee!,35.60843061,-82.3471489,POINT (-82.3471489 35.60843061),isPolitical,0.8679666519165039
32544,2013-07-02 10:52:39,"Weather Alert:LOUISBURG, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6929028630256653
32546,2013-07-02 10:52:40,Weather Alert:SANFORD-LEE COUNTY - Flash Flood Watch -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8359553813934326
32548,2013-07-02 10:52:41,"Weather Alert:FAYETTEVILLE, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.56557697057724
32646,2013-11-10 10:08:00,A good education means little when healthcare regulations and laws restrict you more than they do you good.,35.55594,-80.86082,POINT (-80.86082 35.55594),isPolitical,0.8821032643318176
32787,2013-04-22 17:00:30,"@octopony @esquiremag That was fun, thank you!",35.56246907,-80.81217711,POINT (-80.81217711 35.56246907),isPolitical,0.9119243621826172
32890,2013-04-22 17:03:31,"""'War and violence are God's way of teaching Americans geography.' -Mark Twain"" -@TheRealGTG",35.7228377,-78.023483,POINT (-78.023483 35.7228377),isPolitical,0.9871301054954529
33057,2013-04-22 17:08:14,@DavidGlennShow SMART to do that before settlement of Maryland lawsuit.,35.4035099,-81.61191207,POINT (-81.61191207 35.4035099),isPolitical,0.9942595958709717
33076,2013-04-22 17:08:38,To all of you who still support Obama after the decision he just made are flat out ignorant and stupid.,35.76443974,-78.72912195,POINT (-78.72912195 35.76443974),isPolitical,0.9975582361221313
33714,2013-04-22 17:24:45,"""@JoeWMiller: Illegals to Pay Only $83 a Year to Stay in U.S. Under Senate Plan  makes me sick!!!",35.6227822,-81.897994,POINT (-81.897994 35.6227822),isPolitical,0.9978641867637634
33940,2013-04-22 17:30:07,"""Rights"" aren't ""rights"" if they can be taken away. They're called privileges.  ~ George Carlin",35.9774674,-80.0054471,POINT (-80.0054471 35.9774674),isPolitical,0.9320375323295593
34187,2013-04-22 17:36:20,"Duke ramps up renewable-energy goal: Duke Energy aims to more than double the wind, solar and biomass energy in...",35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.9832733869552612
34305,2013-04-22 17:38:39,@MostarLFC Flawed punishment.,35.12438508,-80.78883807,POINT (-80.78883807 35.12438508),isPolitical,0.5506256818771362
34343,2013-04-22 17:39:28,?@LifeAsRednecks: Put a redneck in the White House and take back the USA!? How about no,35.95286661,-77.90164554,POINT (-77.90164554 35.95286661),isPolitical,0.9807835221290588
34626,2013-04-22 17:45:53,@GrahamBlog his talking for the hearing on Immigration reform were obviously written by Luntz for his reelection in SC full of crap Lindsay,35.4830797,-78.7840503,POINT (-78.7840503 35.4830797),isPolitical,0.9953222870826721
